Age,Flight Distance,Ease of Online booking,Seat comfort,Inflight entertainment,Baggage handling,Checkin service,Gender,Customer Type,Type of Travel,satisfaction
24,594,3,1,1,3,1,0,0,0,0
10,1041,3,4,4,5,3,1,0,0,0
29,2600,4,4,4,4,4,1,0,1,1
63,989,2,1,2,4,2,0,0,0,0
23,985,3,1,1,4,1,0,0,1,0
22,309,4,3,3,1,3,0,1,1,1
67,1119,3,4,5,5,1,1,0,0,0
33,1763,3,5,4,4,5,1,0,1,1
64,456,1,5,4,4,5,1,0,0,0
55,320,0,3,2,1,2,0,0,1,1
41,1919,2,4,4,4,4,0,0,1,1
24,391,4,3,3,4,2,0,1,1,1
55,989,1,4,4,2,3,0,0,0,0
22,157,3,2,2,2,2,0,1,1,0
34,261,2,5,5,4,3,0,1,1,0
37,1005,1,3,3,2,5,1,0,0,0
16,587,2,3,3,5,3,1,0,0,0
15,544,3,4,4,4,3,1,0,1,0
63,509,3,5,3,3,4,1,0,0,0
44,223,3,4,4,5,5,0,0,1,1
37,110,1,3,3,3,1,1,0,1,0
44,1400,5,5,4,4,4,1,0,1,1
8,135,2,3,3,4,3,1,0,0,0
30,1874,2,5,5,5,5,1,0,1,1
42,308,1,4,1,1,3,0,0,1,0
65,601,1,3,3,4,2,0,0,0,0
25,1190,4,1,1,2,1,0,1,1,1
43,2987,3,4,4,4,3,0,0,1,1
20,157,4,4,4,3,2,0,0,1,1
32,862,1,4,4,3,3,0,0,1,0
21,594,2,3,3,4,3,1,0,0,0
41,3188,5,2,4,4,2,1,0,1,1
32,209,2,4,4,3,1,0,1,1,0
54,1744,4,3,2,2,2,1,0,1,0
55,150,3,2,2,3,2,0,1,1,0
54,1369,4,3,3,4,2,1,1,1,0
18,1119,1,4,4,5,4,1,1,1,0
16,280,3,1,1,4,1,0,0,0,0
25,2829,1,4,4,4,5,0,0,1,1
32,589,1,1,1,4,1,0,0,0,0
38,164,5,2,2,2,4,0,1,1,1
53,116,2,2,5,5,2,1,0,0,0
42,2305,2,3,4,4,1,0,0,1,0
55,1562,1,4,5,5,4,1,0,1,1
48,1036,2,3,3,4,3,1,1,1,0
56,337,4,5,4,4,4,1,0,1,1
65,1660,3,3,3,2,1,0,0,0,0
60,352,3,2,4,4,3,1,0,1,0
25,212,5,1,4,3,3,1,1,1,0
41,247,0,4,5,1,4,0,0,1,1
22,721,5,4,5,3,2,0,0,1,1
34,834,3,1,1,3,2,1,0,0,0
38,473,4,1,1,3,3,1,0,1,0
15,189,5,2,1,4,4,1,0,1,0
31,2711,3,1,1,4,4,0,0,1,0
42,370,3,3,3,3,3,1,1,1,0
9,645,2,1,4,2,3,1,0,1,0
40,2026,1,5,4,4,3,1,0,1,1
50,325,3,5,5,5,2,0,0,0,0
46,163,4,3,3,2,2,0,0,1,0
43,2373,1,5,2,2,3,0,0,1,1
29,696,5,1,1,3,1,1,1,1,0
36,954,2,3,3,3,1,0,1,1,0
45,3927,1,4,4,4,5,0,0,1,1
57,3242,5,5,5,5,2,0,0,1,1
37,704,1,2,3,4,2,1,0,0,0
37,228,2,4,4,4,2,0,0,0,0
27,1009,3,2,2,2,2,0,0,0,0
23,369,5,2,2,4,5,1,1,1,1
32,413,3,2,2,5,1,1,1,1,0
42,1739,5,3,3,2,4,0,0,1,0
40,312,0,5,1,1,4,1,0,1,1
27,542,5,4,4,4,5,0,0,1,1
51,1440,2,2,5,4,2,1,0,0,0
31,2254,3,1,1,3,4,1,0,1,0
60,364,3,5,5,5,5,0,0,1,1
53,3849,5,5,5,5,5,0,0,1,1
56,2917,3,3,4,5,3,1,0,1,1
45,226,0,3,3,5,5,0,0,0,0
18,936,2,4,4,4,3,0,0,0,0
22,599,1,3,3,3,4,1,0,1,0
43,266,3,4,3,3,1,1,1,1,0
9,918,1,5,5,4,3,1,0,0,0
53,719,3,3,4,4,1,1,0,1,0
22,316,3,2,2,4,5,0,1,1,1
45,691,4,3,2,2,2,0,0,1,0
12,846,2,3,3,4,2,1,1,1,0
52,1121,3,5,1,1,4,1,0,0,0
20,590,1,4,4,4,1,1,0,1,1
16,135,0,2,2,2,4,1,0,0,0
27,1590,4,2,2,5,3,1,1,1,0
49,3871,3,5,4,4,3,1,0,1,1
66,1325,2,2,1,4,2,0,0,0,0
53,280,5,5,4,4,5,0,0,1,1
23,567,3,2,2,4,1,1,1,1,0
30,507,2,1,1,2,3,0,1,1,0
49,1609,4,5,2,2,5,1,0,1,1
42,991,3,2,3,5,2,1,0,0,0
41,515,5,4,3,3,4,1,0,1,1
59,522,3,3,3,4,3,0,0,0,0
47,1986,2,4,5,1,3,1,0,0,0
45,2704,4,2,4,4,1,1,0,1,1
46,1618,4,2,2,2,1,1,0,1,1
38,224,2,4,5,5,5,1,0,1,1
24,290,3,5,3,4,5,0,1,1,0
17,216,2,1,1,4,3,1,0,0,0
59,2567,1,4,4,4,4,1,0,1,1
28,954,4,2,2,3,3,1,1,1,0
48,551,2,5,5,5,4,0,0,1,1
61,1744,5,5,5,5,5,1,0,1,1
54,2734,3,4,4,4,5,1,0,1,1
58,1371,1,5,4,4,4,1,0,1,1
55,2626,5,5,5,5,4,0,0,1,1
55,102,5,5,3,4,3,1,0,1,1
40,802,5,4,4,4,3,1,0,1,1
45,345,1,4,4,3,2,1,1,1,0
43,86,1,4,4,1,3,0,0,1,1
39,107,5,2,5,5,4,1,0,1,1
42,1998,3,4,5,5,4,1,0,1,1
21,1149,3,2,2,4,5,0,1,1,0
24,73,4,2,3,4,1,1,0,1,0
69,190,3,4,5,4,4,1,0,0,0
34,222,2,4,4,4,3,0,0,1,1
43,1158,3,4,3,3,5,1,0,0,0
44,1849,3,5,3,3,3,0,0,1,1
70,427,4,3,3,2,2,0,0,0,0
68,277,4,1,4,4,4,1,0,1,1
55,544,4,4,5,5,3,1,0,1,1
41,2027,5,4,3,3,2,0,0,1,1
10,845,5,2,2,3,5,0,0,1,1
43,3528,4,3,3,4,3,0,0,1,0
33,213,1,3,3,3,3,0,0,0,0
44,3162,3,5,4,4,4,0,0,1,1
24,213,3,2,4,3,2,0,0,1,0
20,414,5,3,3,5,4,1,1,1,1
39,326,5,1,3,3,2,0,0,1,1
56,452,4,4,2,2,2,1,0,1,0
44,214,2,3,4,4,1,1,0,1,0
48,2976,4,4,5,5,5,1,0,1,1
22,562,3,4,4,4,1,0,0,0,0
12,1846,1,1,1,5,4,1,0,0,0
37,1050,2,2,2,1,2,1,1,1,0
55,3446,5,3,2,1,4,1,0,1,0
53,689,2,3,5,3,3,0,0,0,0
24,528,2,5,5,1,5,0,1,1,0
42,3167,1,4,4,4,3,1,0,1,1
27,666,4,4,4,4,4,1,0,1,1
70,270,3,4,4,4,4,1,0,0,0
28,1390,4,5,5,5,3,0,0,1,1
59,3059,4,4,5,5,3,0,0,1,1
46,334,2,5,5,4,5,0,0,0,0
41,3899,0,5,2,2,4,1,0,1,1
26,102,2,1,1,4,3,1,0,0,0
38,404,4,2,2,5,3,1,1,1,0
37,819,1,4,4,5,2,0,0,0,0
40,1189,5,3,4,4,1,0,0,1,1
39,1671,5,5,4,4,4,1,0,1,1
50,1996,5,3,3,3,3,0,0,1,0
51,1310,5,3,3,3,4,1,0,1,0
56,3562,2,3,1,1,1,1,0,1,0
39,2611,4,4,2,2,3,0,0,1,1
53,2119,4,4,5,5,3,1,0,1,1
26,2419,4,4,2,4,4,0,0,0,0
10,2176,2,2,2,3,1,0,0,1,0
27,209,0,4,4,4,2,1,0,0,1
22,937,3,1,1,4,1,1,0,1,0
46,2342,4,5,5,5,3,1,0,1,1
25,125,3,2,2,5,5,0,1,1,0
58,223,2,3,3,3,2,1,0,1,0
13,318,2,1,2,4,3,0,0,0,0
52,2542,2,5,4,4,3,0,0,1,1
65,581,1,2,2,4,3,0,0,0,0
41,416,4,2,2,1,5,1,0,0,0
37,551,4,2,2,4,4,1,0,1,0
47,3407,4,4,5,5,3,0,0,1,1
37,2590,5,3,3,3,2,0,0,1,0
13,660,2,1,1,2,3,0,0,0,0
57,585,1,5,5,5,5,1,0,1,1
17,624,2,1,1,1,2,0,0,0,0
49,3563,4,5,5,5,4,1,0,1,1
25,1727,2,5,5,1,1,0,0,1,1
70,101,1,2,2,2,1,1,0,1,0
25,672,2,4,2,5,3,1,1,1,0
28,1491,3,3,3,4,4,1,0,1,1
36,2527,3,3,4,1,3,1,0,0,0
18,1005,2,3,1,3,3,1,1,1,0
47,2651,1,5,4,4,5,1,0,1,1
47,1476,4,4,4,1,1,0,0,1,1
62,268,2,3,4,4,5,1,0,1,1
22,370,5,1,2,3,4,1,0,1,0
26,533,2,1,3,4,3,0,0,1,0
29,589,5,3,3,3,2,0,0,1,0
21,309,1,2,2,4,3,1,1,1,0
37,1514,3,5,5,4,3,0,0,0,0
36,551,2,4,2,1,2,1,0,0,0
58,1846,1,1,1,1,1,0,0,1,0
28,1218,1,1,1,3,2,1,1,1,0
24,763,2,1,1,3,4,1,0,0,0
11,569,3,1,2,4,2,0,0,1,0
53,253,3,4,4,1,4,0,0,0,0
70,2475,2,5,5,3,4,0,0,0,0
70,337,2,2,2,5,2,0,0,0,0
42,3689,1,5,4,4,5,1,0,1,1
60,337,4,3,1,1,1,1,0,1,0
53,666,4,5,3,5,3,1,0,0,0
40,861,3,2,2,3,2,0,0,0,0
44,523,2,3,5,2,2,1,0,0,0
7,358,2,3,3,4,4,1,0,0,0
50,1846,1,3,3,3,1,0,0,0,0
44,634,4,5,1,1,5,1,0,0,0
40,406,3,4,3,5,4,0,0,0,0
28,371,2,5,5,3,2,1,1,1,0
37,209,2,4,3,4,2,0,0,1,0
38,323,1,1,4,4,2,0,0,0,0
43,189,2,4,4,3,2,0,1,1,0
18,1023,1,4,4,3,1,0,0,0,0
55,1448,0,3,3,3,2,0,1,0,1
36,3684,4,3,5,5,5,0,0,1,1
42,2475,2,5,5,3,3,1,0,0,0
39,2475,4,4,4,4,2,1,0,1,1
26,1061,3,1,1,4,5,1,1,1,0
23,2172,2,4,5,5,1,0,0,1,1
53,1614,1,5,5,5,4,0,0,1,1
46,366,2,4,5,5,3,1,0,1,1
23,366,0,1,2,5,4,0,1,1,1
38,342,5,2,2,3,1,0,0,1,0
10,584,2,3,3,4,5,0,0,0,0
49,2139,5,4,5,5,5,0,0,1,1
8,632,4,2,2,4,5,1,1,1,1
26,1694,1,2,2,5,1,0,0,0,0
28,201,4,3,4,2,5,0,0,1,1
65,569,2,5,5,5,4,1,0,0,0
14,1197,2,2,2,4,3,0,0,0,0
57,2449,1,5,4,4,4,0,0,1,1
37,1334,2,1,4,4,5,1,0,0,0
49,1325,1,4,1,1,3,1,0,0,0
55,507,2,5,5,5,4,0,0,1,1
51,2638,2,4,2,2,3,0,0,1,0
43,273,0,4,5,5,4,0,0,1,1
26,946,2,4,4,5,4,1,0,1,1
8,602,4,1,1,4,5,0,0,0,0
49,481,4,4,4,4,4,0,0,0,0
27,86,5,2,2,3,3,0,1,1,1
11,2330,0,3,5,3,5,1,1,1,1
59,937,5,4,4,4,1,1,0,1,0
31,2406,3,4,4,4,3,0,0,1,1
33,265,3,3,3,4,5,0,0,0,0
44,2079,5,5,4,4,5,0,0,1,1
48,247,1,2,2,4,4,0,1,1,0
29,1660,4,5,5,4,2,1,0,1,1
26,403,5,5,4,4,5,1,0,0,0
59,351,2,5,5,5,4,0,0,1,1
64,84,0,5,2,2,3,1,0,0,1
29,1033,5,5,5,4,4,0,1,1,1
20,67,4,5,5,5,3,1,1,1,0
38,236,2,2,2,5,5,1,0,0,0
24,737,4,5,5,1,4,0,1,1,0
45,1020,2,4,4,4,3,0,1,1,0
20,3295,4,3,1,3,3,1,0,1,0
39,895,1,4,3,4,3,0,0,0,0
20,770,2,5,5,1,5,1,0,1,1
27,742,3,4,4,4,3,1,0,1,1
53,957,3,3,1,1,1,0,0,1,0
39,239,1,4,4,3,1,0,1,1,0
45,1609,1,4,5,2,4,1,0,0,0
39,968,5,5,4,4,3,0,0,1,1
45,3992,4,5,5,5,5,0,0,1,1
36,2354,5,4,5,4,4,0,0,1,1
54,436,0,4,4,4,5,0,0,0,1
46,2119,1,4,3,1,4,1,0,1,1
61,480,3,1,1,4,2,0,0,0,0
22,3012,1,4,4,4,2,0,0,1,1
50,993,1,3,3,3,4,0,0,1,0
58,651,3,4,4,4,4,1,0,0,0
40,2342,4,5,3,3,4,1,0,1,1
55,2271,5,5,4,4,4,1,0,1,1
60,1726,2,3,2,2,4,0,0,1,0
30,2396,4,4,4,5,4,0,0,1,1
48,192,3,2,4,4,3,1,0,1,1
36,813,3,3,3,3,4,1,1,1,0
18,2187,3,1,1,4,1,0,0,1,0
13,2176,5,2,4,5,4,0,0,0,0
55,302,5,2,2,2,1,0,0,1,0
25,293,3,5,5,4,2,0,1,1,0
61,1549,2,4,5,5,4,0,0,1,1
25,109,1,4,4,1,3,1,1,1,0
7,557,1,4,4,4,5,1,1,1,0
36,793,2,4,4,4,5,0,0,1,1
22,852,4,5,5,5,4,0,0,0,0
43,369,3,2,2,4,4,0,0,1,0
27,2039,1,3,3,5,5,0,0,1,1
28,1282,2,2,2,4,4,1,1,1,0
49,1924,5,5,3,3,5,1,0,1,1
41,802,4,4,4,3,1,1,0,1,0
53,216,5,5,5,2,4,0,0,1,1
35,426,2,2,5,4,4,1,1,1,0
51,2377,3,5,5,5,3,0,0,1,1
55,3268,2,5,4,4,3,0,0,1,1
72,1766,3,3,2,2,1,0,0,1,0
24,393,4,2,4,3,2,1,0,1,0
40,231,2,1,1,3,2,1,0,0,0
45,2654,5,4,5,5,5,1,0,1,1
28,594,4,5,5,4,3,1,1,1,0
18,546,2,3,3,2,4,1,0,1,0
12,762,3,2,2,5,3,1,0,0,0
70,391,4,5,5,4,5,0,0,0,1
8,1056,5,2,3,3,2,1,0,1,0
25,1013,2,1,3,4,3,1,1,1,0
57,1526,3,4,5,5,3,1,0,1,1
24,831,0,3,3,3,3,1,1,1,1
39,1500,4,4,2,2,1,0,0,1,0
58,1514,1,5,4,4,5,0,0,1,1
23,529,2,2,3,5,3,0,1,1,0
49,2306,5,5,4,4,5,1,0,1,1
17,373,1,2,2,3,4,0,0,0,0
37,261,2,3,3,1,5,0,0,1,1
41,811,2,3,4,3,3,1,1,1,0
50,181,4,2,4,4,5,1,1,1,1
51,1778,3,5,5,5,5,1,0,1,1
46,1174,4,5,5,5,5,1,0,0,1
44,3986,3,4,4,4,4,0,0,1,1
44,2504,3,5,5,5,4,1,0,1,1
20,190,3,4,5,4,3,0,0,0,0
60,1579,4,5,4,4,3,0,0,1,1
38,594,2,4,4,4,3,0,0,1,1
25,160,3,3,3,5,4,1,0,0,0
41,580,2,5,5,5,5,1,0,1,1
32,3334,5,5,5,5,3,1,0,1,1
40,1711,2,4,3,3,5,1,0,1,1
52,101,1,2,5,4,3,0,0,0,0
34,317,0,2,2,5,5,1,1,1,0
45,594,1,4,4,4,3,1,0,1,1
49,184,4,5,5,4,4,0,1,1,1
42,1912,3,5,5,5,3,0,0,1,1
42,2979,2,3,3,4,4,0,0,0,0
42,2971,2,4,4,4,4,0,0,1,1
59,1172,2,5,3,3,5,1,0,0,0
69,948,3,4,2,3,5,1,0,0,0
7,936,3,5,3,3,4,1,0,0,0
22,552,3,3,3,3,2,1,0,1,0
20,1521,3,2,2,5,3,0,1,1,0
55,547,2,2,4,2,3,1,0,0,0
54,667,1,3,5,4,3,1,0,1,1
70,162,2,4,4,4,5,1,0,0,0
31,1547,4,2,2,3,4,1,0,1,0
50,1532,4,4,2,2,3,0,0,1,1
32,251,2,5,5,3,2,1,0,0,0
50,129,0,4,2,2,4,1,0,1,1
38,1979,3,3,3,5,5,1,0,0,0
48,548,2,3,1,4,1,0,0,0,0
46,2446,4,5,4,4,5,1,0,1,1
11,214,4,1,1,1,4,1,0,0,0
38,288,3,1,1,3,2,1,0,0,0
29,738,1,1,1,5,4,0,0,0,0
47,166,0,5,3,4,3,0,0,0,0
42,383,1,3,3,4,5,0,0,0,0
50,888,3,4,3,3,5,1,0,0,1
58,859,5,4,4,4,4,1,0,0,1
21,862,4,2,2,4,5,0,1,1,1
31,123,3,4,4,2,1,0,0,1,1
51,2562,1,4,4,2,4,1,0,1,1
66,1744,1,3,3,4,5,0,0,0,0
36,261,5,3,3,3,1,1,0,0,1
60,2605,5,4,4,4,4,1,0,1,1
17,109,2,3,3,2,1,0,0,0,0
15,337,1,3,5,3,4,0,1,1,0
58,2475,2,4,5,5,4,1,0,1,1
40,315,2,4,4,4,5,0,0,0,0
31,302,3,1,1,5,4,0,0,0,0
12,964,4,2,2,5,3,0,0,0,0
36,294,5,3,5,5,3,1,0,0,0
27,528,5,2,1,5,5,0,1,1,1
15,1121,2,3,3,3,5,0,0,0,0
34,1929,5,4,4,4,3,1,0,1,1
71,109,5,4,3,2,3,1,0,1,0
55,3098,1,5,2,2,3,1,0,1,1
32,2458,3,4,4,4,3,0,0,1,1
23,489,4,4,4,3,2,0,0,1,1
35,201,1,3,3,4,5,0,1,1,0
23,3034,3,4,4,4,4,1,0,1,1
56,646,4,5,5,5,5,1,0,1,1
24,636,4,3,5,4,5,1,0,1,1
59,489,4,4,4,5,5,0,0,0,0
45,1262,1,4,4,4,1,1,1,1,0
22,937,5,1,1,5,4,1,1,1,1
49,991,1,5,5,5,4,1,0,1,1
53,529,2,3,3,3,2,0,0,1,0
45,846,1,5,5,5,3,0,0,0,0
46,2422,2,3,2,2,1,0,0,1,0
51,667,2,1,1,4,4,0,0,0,0
30,1239,3,2,2,1,2,1,1,1,0
51,2342,3,4,4,4,3,0,0,1,1
66,2660,3,3,3,3,1,1,0,1,0
33,368,3,1,1,3,2,0,0,1,0
65,270,2,5,4,4,5,1,0,0,0
35,1718,5,4,5,5,4,1,0,1,1
67,588,1,1,1,5,4,0,0,0,0
35,837,3,4,4,4,5,1,0,0,0
49,1635,2,3,3,3,4,1,0,1,0
12,453,2,3,4,3,4,0,0,0,0
50,237,5,4,2,2,4,1,0,1,0
30,581,2,5,5,4,3,1,0,1,1
57,282,1,1,1,3,4,0,0,1,0
22,649,3,1,5,2,2,1,1,1,0
51,89,0,5,2,2,3,1,0,0,0
38,263,3,2,2,3,5,0,0,1,1
49,2446,2,4,4,4,5,1,0,1,1
37,570,4,5,5,4,1,1,1,1,0
58,190,4,5,5,5,4,0,0,1,1
46,1510,4,4,4,4,4,1,0,1,1
62,1428,1,2,4,4,5,1,0,0,0
52,2474,4,5,5,5,4,0,0,1,1
47,2440,5,4,4,5,4,1,0,1,1
49,416,5,1,5,5,3,1,0,1,1
53,3257,3,4,4,4,4,0,0,1,1
36,646,3,3,3,5,3,0,0,0,0
27,507,3,1,1,3,4,0,1,1,0
49,700,4,3,2,2,2,1,0,0,0
21,430,3,4,2,4,3,1,0,1,0
50,74,3,1,1,2,1,1,1,1,0
57,222,1,5,5,4,1,0,0,1,1
43,184,5,4,4,5,4,1,0,1,1
42,1750,2,4,4,4,3,1,0,1,1
22,678,5,1,1,4,1,1,0,1,0
70,451,3,3,3,4,3,1,0,0,0
52,683,2,5,2,2,4,1,0,0,0
45,3560,1,5,4,4,5,1,0,1,1
33,391,5,4,4,4,4,0,0,1,1
26,463,4,4,4,3,2,0,0,1,1
13,1444,2,1,4,5,1,0,0,0,0
59,2000,4,5,5,5,3,0,0,1,1
58,2182,4,4,3,1,2,1,0,1,0
56,3534,5,4,5,5,4,1,0,1,1
52,188,5,5,5,4,4,0,0,0,1
15,287,5,2,4,3,2,1,0,1,0
57,308,0,4,5,5,3,0,0,1,1
44,321,1,2,5,3,1,0,1,1,0
46,967,1,5,3,5,3,1,1,1,0
47,1130,5,4,5,5,3,1,0,1,1
55,308,1,2,2,5,3,0,0,0,0
40,2043,4,5,5,5,4,0,0,1,1
36,599,1,2,2,4,4,1,1,1,0
67,1096,1,4,4,5,3,0,0,0,0
26,2586,2,1,1,1,3,1,0,0,0
60,2648,2,5,4,4,4,0,0,1,1
34,2649,5,5,3,3,3,0,0,1,1
39,242,3,3,3,1,4,1,1,1,0
40,3367,3,3,2,1,1,1,0,1,0
40,395,3,4,4,4,3,0,0,0,0
12,573,3,3,3,2,1,1,0,0,0
39,1853,5,5,4,4,5,0,0,1,1
22,2429,2,5,5,5,3,1,0,1,1
20,404,3,3,3,3,1,1,1,1,0
32,3411,3,5,5,2,1,0,0,1,1
47,2399,5,5,5,5,5,0,0,1,1
44,602,2,3,4,4,1,0,0,1,0
37,1807,3,3,3,4,2,0,0,1,0
59,372,2,2,3,4,2,1,0,1,0
25,1711,4,2,2,3,4,0,0,1,0
33,1671,2,4,4,5,5,0,0,1,1
37,370,5,5,3,3,1,0,0,1,1
24,836,2,1,3,2,3,1,0,1,0
39,1089,5,5,4,4,4,0,0,1,1
60,612,4,5,5,4,3,0,0,0,0
55,228,2,1,1,2,1,1,1,1,0
23,1947,5,2,2,3,5,1,0,0,0
39,3349,4,5,4,4,5,0,0,1,1
32,692,2,3,3,2,1,1,0,1,0
60,3266,3,3,3,3,3,0,0,1,0
50,2565,3,4,1,4,4,1,0,1,1
63,495,4,3,1,4,2,1,0,0,0
29,455,5,2,2,4,1,0,0,0,0
27,337,2,3,3,4,4,1,0,0,0
53,1820,1,4,4,4,3,0,0,1,1
29,1606,5,5,5,5,5,0,0,1,1
70,173,5,5,5,1,3,0,0,1,1
46,1744,4,5,4,4,3,0,0,1,1
27,1235,4,5,5,3,3,0,1,1,0
70,502,3,4,4,4,5,0,0,0,0
48,3889,4,5,4,4,4,1,0,1,1
45,383,2,4,4,4,5,0,0,1,1
53,370,1,4,3,3,3,1,0,0,0
14,2300,5,4,3,3,4,1,0,1,0
11,853,1,1,3,3,3,0,1,1,0
23,2712,1,4,4,5,5,1,0,1,1
41,2005,1,2,1,2,2,0,0,1,0
31,1091,2,2,2,4,3,1,0,1,0
18,1225,5,2,2,2,2,1,1,1,1
39,3498,0,4,3,3,5,0,0,1,1
60,2565,5,2,3,3,1,1,0,1,0
36,299,3,1,1,3,1,1,0,1,0
26,728,4,3,3,4,3,0,1,1,0
30,1107,3,4,4,2,3,1,0,0,0
50,991,5,4,4,4,4,0,0,1,1
48,308,4,3,3,5,3,0,0,1,1
62,1846,4,3,3,3,1,1,0,1,0
70,447,2,5,2,2,4,1,0,0,0
22,599,3,4,4,5,4,0,1,1,0
45,1276,2,3,3,5,4,0,0,0,0
69,842,3,4,2,2,1,1,0,1,0
23,451,4,4,4,3,4,1,0,0,1
47,931,5,4,2,2,1,0,0,1,0
40,1005,1,5,5,2,2,1,0,1,1
24,983,4,3,1,3,3,0,1,1,0
44,3189,1,5,5,5,4,1,0,1,1
52,1117,4,1,1,4,3,0,0,0,0
30,1754,2,5,5,3,5,0,0,1,1
37,304,0,5,3,3,5,1,0,1,1
65,222,3,2,3,1,1,0,0,1,0
19,2537,2,2,2,3,4,0,0,1,0
64,861,1,5,1,1,3,1,0,0,0
55,1045,1,5,4,4,4,0,0,1,1
58,1750,3,5,4,4,4,0,0,1,1
39,442,1,2,2,5,5,1,1,1,0
46,1710,3,4,4,3,4,1,0,1,0
39,158,4,1,1,3,2,0,0,1,0
52,409,2,2,2,4,2,0,0,1,1
44,3534,2,5,5,5,5,1,0,1,1
31,328,3,5,3,3,2,1,0,0,0
49,519,1,4,2,2,1,1,0,1,0
45,1009,4,5,5,5,5,1,1,1,1
41,181,0,5,1,1,4,1,0,1,1
58,3730,2,4,4,4,5,1,0,1,1
45,304,1,2,2,4,3,0,1,1,0
40,2218,3,4,2,2,3,0,0,1,0
33,581,1,1,1,4,4,1,0,1,0
39,1205,1,3,3,4,3,0,0,0,0
35,315,5,5,4,4,5,0,0,1,1
27,591,5,3,3,3,3,1,0,1,0
58,919,1,3,3,4,3,0,0,0,0
47,156,2,1,4,3,1,0,0,1,1
17,3401,4,4,4,3,1,0,0,1,0
31,738,2,3,3,3,2,0,0,1,0
39,761,4,4,5,5,4,1,0,1,1
39,936,2,4,5,4,3,1,1,1,0
8,271,3,5,5,1,2,0,0,0,0
23,102,2,3,3,4,4,1,0,0,0
22,3871,1,4,4,4,3,0,0,1,0
57,340,4,2,3,4,4,0,0,0,0
22,237,0,1,3,4,3,1,1,1,1
27,460,3,4,4,3,3,0,0,0,0
37,3668,3,3,1,1,4,0,0,1,0
38,3946,1,4,4,4,4,1,0,1,1
60,925,2,2,2,2,3,0,0,0,0
65,1037,3,1,4,3,1,0,0,0,0
52,310,4,2,2,5,3,0,0,0,0
45,349,1,3,2,2,2,1,0,0,0
64,1136,1,4,5,5,5,1,0,0,0
69,337,3,2,4,4,3,1,0,0,0
49,1208,3,3,3,3,3,0,1,1,0
56,456,4,5,4,4,4,0,0,1,1
38,2556,1,4,4,3,4,0,0,1,1
43,425,4,3,1,1,2,1,0,1,0
36,2573,2,4,2,2,5,1,0,1,1
45,574,2,2,2,4,3,0,0,0,0
53,1379,3,3,4,4,4,1,0,0,0
66,2519,2,1,1,2,1,1,0,0,0
46,1874,4,2,2,3,1,0,0,0,0
21,1688,3,3,3,4,4,1,0,1,0
46,603,4,1,1,3,2,0,0,0,0
33,425,5,2,2,5,3,0,0,1,1
17,679,2,3,3,1,4,1,0,0,0
34,833,1,3,5,3,2,1,1,1,0
18,1616,3,4,4,2,3,1,0,0,0
32,300,3,1,1,1,2,0,1,1,0
56,102,5,4,4,4,4,1,0,1,1
22,602,2,1,3,3,1,1,0,1,0
35,406,1,2,2,1,1,0,0,1,0
24,1005,4,5,3,3,3,0,1,1,0
34,794,4,5,5,4,3,0,0,0,0
70,431,4,5,5,4,1,0,0,0,0
20,1188,0,3,4,3,5,0,1,1,1
24,240,2,2,2,4,4,1,0,0,0
54,528,5,5,5,5,4,0,0,1,1
54,867,3,4,3,1,2,1,0,0,0
71,742,4,1,2,2,2,0,0,1,0
47,1212,3,4,4,2,1,0,0,1,0
23,862,1,5,5,4,5,0,0,0,0
21,1489,3,4,2,3,2,0,0,0,0
34,212,4,1,1,3,1,1,0,1,0
48,2355,3,2,5,4,2,0,0,0,0
42,735,2,5,5,5,3,0,1,1,1
24,783,2,3,3,5,1,1,1,1,0
29,2133,1,1,1,2,3,1,0,1,0
26,2139,3,4,4,5,5,1,0,1,1
69,583,2,1,1,5,4,0,0,0,0
31,223,3,1,1,5,4,1,0,0,0
48,1998,1,5,5,5,3,1,0,1,1
54,680,4,5,2,2,5,1,0,0,0
52,2310,4,4,4,4,3,0,0,1,1
64,2158,1,2,4,4,2,1,0,1,1
49,1744,1,5,5,3,5,0,0,0,0
37,2586,3,4,5,5,4,1,1,1,0
41,853,2,2,2,2,3,1,0,1,0
70,302,2,5,5,3,3,0,0,0,1
66,227,0,5,5,1,3,1,0,0,0
69,1389,4,1,1,4,2,0,0,0,0
21,414,1,3,3,5,1,1,0,0,0
58,719,2,4,2,2,5,1,0,0,0
53,1259,3,3,3,5,5,0,0,0,1
38,247,3,2,2,1,3,0,1,1,0
48,1703,4,5,5,5,4,0,0,1,1
32,220,0,5,5,3,4,1,0,0,1
26,472,4,1,1,5,1,1,1,1,0
58,226,1,3,3,3,2,1,0,1,0
56,323,1,2,2,3,1,0,0,0,0
63,109,2,5,5,5,4,1,0,1,1
27,280,1,4,4,5,4,1,0,1,1
43,2252,3,4,4,5,5,0,0,1,1
64,302,1,1,1,3,2,1,1,1,0
35,399,3,2,2,2,4,0,0,1,1
25,2486,5,4,4,4,1,1,0,1,1
65,429,3,3,3,3,3,1,0,1,0
39,862,3,1,1,4,4,0,0,0,0
31,140,4,4,3,5,5,0,0,1,1
39,834,4,5,5,5,4,0,0,1,1
49,794,2,2,5,5,4,1,0,1,1
36,101,3,2,2,5,4,1,1,1,0
22,1837,2,3,3,4,3,1,0,1,1
30,2172,4,2,2,3,5,0,0,0,0
37,2552,2,4,5,5,4,0,1,1,0
